magazine_date,cover_topic,generation_name,turnings_archetype,publication_year,turning_name,turning_number,turning_type
1964-03-27,John Cheever,G.I.,Hero,1964,The American High,1,High
1964-04-03,Norodom Sihanouk,G.I.,Hero,1964,The American High,1,High
1964-04-17,Lee Iacocca,G.I.,Hero,1964,The American High,1,High
1964-05-01,Lyndon B. Johnson,G.I.,Hero,1964,The American High,1,High
1964-05-15,Henry Cabot Lodge Jr.,G.I.,Hero,1964,The American High,1,High
1964-05-22,Nelson Rockefeller,G.I.,Hero,1964,The American High,1,High
1964-05-29,Frederick Kappel,G.I.,Hero,1964,The American High,1,High
1964-06-12,Barry Goldwater,G.I.,Hero,1964,The American High,1,High
1964-07-10,Barry Goldwater,G.I.,Hero,1964,The American High,1,High
1964-07-24,Barry Goldwater,G.I.,Hero,1964,The American High,1,High
1964-08-14,U.S. Grant Sharp Jr.,G.I.,Hero,1964,The American High,1,High
1964-08-28,Lady Bird Johnson,G.I.,Hero,1964,The American High,1,High
1964-09-04,Hubert Humphrey,G.I.,Hero,1964,The American High,1,High
1964-09-04,Lyndon B. Johnson,G.I.,Hero,1964,The American High,1,High
1964-09-18,Charles H. Percy,G.I.,Hero,1964,The American High,1,High
1964-10-23,Leonid Brezhnev,G.I.,Hero,1964,The American High,1,High
1964-10-23,Lyndon B. Johnson,G.I.,Hero,1964,The American High,1,High
1964-10-23,Alexei Kosygin,G.I.,Hero,1964,The American High,1,High
1964-10-23,Harold Wilson,G.I.,Hero,1964,The American High,1,High
1964-11-04,Lyndon B. Johnson,G.I.,Hero,1964,The American High,1,High
1964-11-06,Edmund Bacon (architect),G.I.,Hero,1964,The American High,1,High
1964-11-13,Alexei Kosygin,G.I.,Hero,1964,The American High,1,High
1964-11-20,Ara Parseghian,G.I.,Hero,1964,The American High,1,High
1964-11-27,Lammot du Pont Copeland,G.I.,Hero,1964,The American High,1,High
1964-12-18,Dorothy Buffum Chandler,G.I.,Hero,1964,The American High,1,High
1947-03-31,Elizabeth II of the United Kingdom,Silent,Artist,1947,The American High,1,High
1948-02-02,Barbara Ann Scott,Silent,Artist,1948,The American High,1,High
1948-06-28,Jean Simmons,Silent,Artist,1948,The American High,1,High
1949-06-13,"Princess Margaret, Countess of Snowdon",Silent,Artist,1949,The American High,1,High
1949-08-22,Elizabeth Taylor,Silent,Artist,1949,The American High,1,High
1950-04-03,Bhumibol Adulyadej,Silent,Artist,1950,The American High,1,High
1951-07-30,Baudouin of Belgium,Silent,Artist,1951,The American High,1,High
1951-08-27,Dick Savitt,Silent,Artist,1951,The American High,1,High
1951-11-19,Dick Kazmaier,Silent,Artist,1951,The American High,1,High
1951-12-03,Patrice Munsel,Silent,Artist,1951,The American High,1,High
1952-01-21,Andrea Mead Lawrence,Silent,Artist,1952,The American High,1,High
1952-02-18,Elizabeth II of the United Kingdom,Silent,Artist,1952,The American High,1,High
1952-07-21,Bob Mathias,Silent,Artist,1952,The American High,1,High
1952-11-17,Claire Bloom,Silent,Artist,1952,The American High,1,High
1953-01-05,Elizabeth II of the United Kingdom,Silent,Artist,1953,The American High,1,High
1953-02-23,Rosemary Clooney,Silent,Artist,1953,The American High,1,High
1953-05-18,"William Clay Ford, Sr.",Silent,Artist,1953,The American High,1,High
1953-09-07,Audrey Hepburn,Silent,Artist,1953,The American High,1,High
1953-11-09,Johnny Lattner,Silent,Artist,1953,The American High,1,High
1954-03-22,G. David Schine,Silent,Artist,1954,The American High,1,High
1954-03-22,Roy Cohn,Silent,Artist,1954,The American High,1,High
1954-08-16,Gina Lollobrigida,Silent,Artist,1954,The American High,1,High
1954-11-29,Bobby Layne,Silent,Artist,1954,The American High,1,High
1955-01-31,Grace Kelly,Silent,Artist,1955,The American High,1,High
1955-06-13,Gwen Verdon,Silent,Artist,1955,The American High,1,High
1955-11-07,Princess Margaret,Silent,Artist,1955,The American High,1,High
1955-11-28,Julie Harris (American actress),Silent,Artist,1955,The American High,1,High
1956-04-02,King Hussein,Silent,Artist,1956,The American High,1,High
1956-04-23,Sigmund Freud,Progressive,Artist,1956,The American High,1,High
1956-05-14,Marilyn Monroe,Silent,Artist,1956,The American High,1,High
1956-12-03,Parry O'Brien,Silent,Artist,1956,The American High,1,High
1957-02-11,Charles Van Doren,Silent,Artist,1957,The American High,1,High
1957-02-18,Martin Luther King,Silent,Artist,1957,The American High,1,High
1957-05-06,King Hussein,Silent,Artist,1957,The American High,1,High
1957-07-29,Kim Novak,Silent,Artist,1957,The American High,1,High
1957-08-26,Althea Gibson,Silent,Artist,1957,The American High,1,High
1957-11-11,Princess Lalla Aicha of Morocco,Silent,Artist,1957,The American High,1,High
1957-12-30,Maria Schell,Silent,Artist,1957,The American High,1,High
1958-02-10,Bill Hartack,Silent,Artist,1958,The American High,1,High
1958-03-03,Theodore Roosevelt,Progressive,Artist,1958,The American High,1,High
1958-05-19,Van Cliburn,Silent,Artist,1958,The American High,1,High
1958-12-22,Miyoshi Umeki,Silent,Artist,1958,The American High,1,High
1958-12-22,Pat Suzuki,Silent,Artist,1958,The American High,1,High
1959-01-26,Fidel Castro,Silent,Artist,1959,The American High,1,High
1959-03-02,Harry Belafonte,Silent,Artist,1959,The American High,1,High
1959-03-23,Michiko Shoda,Silent,Artist,1959,The American High,1,High
1959-04-20,14th Dalai Lama,Silent,Artist,1959,The American High,1,High
1959-06-22,Shirley MacLaine,Silent,Artist,1959,The American High,1,High
1959-06-29,Queen Elizabeth II,Silent,Artist,1959,The American High,1,High
1959-11-30,Sam Huff,Silent,Artist,1959,The American High,1,High
1959-12-21,Anne Bancroft,Silent,Artist,1959,The American High,1,High
1960-03-07,Tom Mboya,Silent,Artist,1960,The American High,1,High
1960-05-02,Arnold Palmer,Silent,Artist,1960,The American High,1,High
1960-05-16,Francis Gary Powers,Silent,Artist,1960,The American High,1,High
1960-07-11,Jacqueline Kennedy,Silent,Artist,1960,The American High,1,High
1960-08-08,Che Guevara,Silent,Artist,1960,The American High,1,High
1960-08-15,Mort Sahl,Silent,Artist,1960,The American High,1,High
1960-08-29,Rafer Johnson,Silent,Artist,1960,The American High,1,High
1960-10-03,Fidel Castro,Silent,Artist,1960,The American High,1,High
1960-10-10,Robert F. Kennedy,Silent,Artist,1960,The American High,1,High
1961-01-02,Donald A. Glaser,Silent,Artist,1961,The American High,1,High
1961-01-02,Joshua Lederberg,Silent,Artist,1961,The American High,1,High
1961-01-20,Jacqueline Kennedy,Silent,Artist,1961,The American High,1,High
1961-02-17,Oscar Robertson,Silent,Artist,1961,The American High,1,High
1961-03-10,Leontyne Price,Silent,Artist,1961,The American High,1,High
1961-04-21,Yuri Gagarin,Silent,Artist,1961,The American High,1,High
1962-02-16,Robert F. Kennedy,Silent,Artist,1962,The American High,1,High
1962-04-06,Sophia Loren,Silent,Artist,1962,The American High,1,High
1962-04-13,Yevgeny Yevtushenko,Silent,Artist,1962,The American High,1,High
1962-05-25,Billie Sol Estes,Silent,Artist,1962,The American High,1,High
1962-06-29,Jack Nicklaus,Silent,Artist,1962,The American High,1,High
1962-08-24,Andriyan Nikolayev,Silent,Artist,1962,The American High,1,High
1962-08-24,Pavel Popovich,Silent,Artist,1962,The American High,1,High
1962-09-28,Ted Kennedy,Silent,Artist,1962,The American High,1,High
1962-11-23,Joan Baez,Silent,Artist,1962,The American High,1,High
1963-03-22,Muhammad Ali,Silent,Artist,1963,The American High,1,High
1963-04-26,Richard Burton,Silent,Artist,1963,The American High,1,High
1963-05-24,Gordon Cooper,Silent,Artist,1963,The American High,1,High
1963-06-21,Robert F. Kennedy,Silent,Artist,1963,The American High,1,High
1963-09-20,Zygmunt Malanowicz,Silent,Artist,1963,The American High,1,High
1963-10-18,Roger Staubach,Silent,Artist,1963,The American High,1,High
1964-01-03,Martin Luther King Jr.,Silent,Artist,1964,The American High,1,High
1964-02-14,Marina Oswald,Silent,Artist,1964,The American High,1,High
1964-03-06,Bobby Baker,Silent,Artist,1964,The American High,1,High
1964-04-10,Barbra Streisand,Silent,Artist,1964,The American High,1,High
1964-06-26,Kong Le,Silent,Artist,1964,The American High,1,High
1964-08-07,Nguyễn Khánh,Silent,Artist,1964,The American High,1,High
1964-10-02,Lee Harvey Oswald,Silent,Artist,1964,The American High,1,High
1964-10-16,Pierre Salinger,Silent,Artist,1964,The American High,1,High
1964-12-04,Paul Carlson,Silent,Artist,1964,The American High,1,High
1947-01-06,James F. Byrnes,Missionary,Prophet,1947,The American High,1,High
1947-01-27,Vallabhbhai Patel,Missionary,Prophet,1947,The American High,1,High
1947-03-10,George C. Marshall,Missionary,Prophet,1947,The American High,1,High
1947-06-09,Robert R. McCormick,Missionary,Prophet,1947,The American High,1,High
1947-06-30,Mohandas Gandhi,Missionary,Prophet,1947,The American High,1,High
1947-07-21,George Albert Smith,Missionary,Prophet,1947,The American High,1,High
1948-01-05,George C. Marshall,Missionary,Prophet,1948,The American High,1,High
1948-02-23,Karl Marx,Transcendental,Prophet,1948,The American High,1,High
1948-04-19,Alcide de Gasperi,Missionary,Prophet,1948,The American High,1,High
1948-04-26,Arturo Toscanini,Missionary,Prophet,1948,The American High,1,High
1948-05-24,Abdullah I of Jordan,Missionary,Prophet,1948,The American High,1,High
1948-05-31,Augustus E. John,Missionary,Prophet,1948,The American High,1,High
1948-07-26,Igor Stravinsky,Missionary,Prophet,1948,The American High,1,High
1949-05-09,Douglas MacArthur,Missionary,Prophet,1949,The American High,1,High
1949-05-30,Ben A. Jones,Missionary,Prophet,1949,The American High,1,High
1949-07-11,Albert Schweitzer,Missionary,Prophet,1949,The American High,1,High
1949-09-12,Louis St. Laurent,Missionary,Prophet,1949,The American High,1,High
1949-12-05,Konrad Adenauer,Missionary,Prophet,1949,The American High,1,High
1950-01-02,Winston Churchill,Missionary,Prophet,1950,The American High,1,High
1950-06-26,Pablo Picasso,Missionary,Prophet,1950,The American High,1,High
1950-07-10,Douglas MacArthur,Missionary,Prophet,1950,The American High,1,High
1950-07-17,Joseph Stalin,Missionary,Prophet,1950,The American High,1,High
1950-08-28,Irving Langmuir,Missionary,Prophet,1950,The American High,1,High
1950-10-09,Robert Frost,Missionary,Prophet,1950,The American High,1,High
1950-10-16,Syngman Rhee,Missionary,Prophet,1950,The American High,1,High
1950-11-13,George Ludlum Hartford,Missionary,Prophet,1950,The American High,1,High
1950-11-13,John Augustine Hartford,Missionary,Prophet,1950,The American High,1,High
1951-02-05,Warren Austin,Missionary,Prophet,1951,The American High,1,High
1951-04-30,Douglas MacArthur,Missionary,Prophet,1951,The American High,1,High
1951-06-04,Mohammad Mosaddegh,Missionary,Prophet,1951,The American High,1,High
1951-11-05,Winston Churchill,Missionary,Prophet,1951,The American High,1,High
1952-01-07,Mohammad Mosaddegh,Missionary,Prophet,1952,The American High,1,High
1952-02-25,Robert E. Wood,Missionary,Prophet,1952,The American High,1,High
1952-05-05,Daniel François Malan,Missionary,Prophet,1952,The American High,1,High
1952-07-28,Alben W. Barkley,Missionary,Prophet,1952,The American High,1,High
1952-10-06,Joseph Stalin,Missionary,Prophet,1952,The American High,1,High
1953-03-09,Syngman Rhee,Missionary,Prophet,1953,The American High,1,High
1953-03-16,Joseph Stalin,Missionary,Prophet,1953,The American High,1,High
1953-05-25,Alcide De Gasperi,Missionary,Prophet,1953,The American High,1,High
1953-08-31,Konrad Adenauer,Missionary,Prophet,1953,The American High,1,High
1953-12-14,Pius XII,Missionary,Prophet,1953,The American High,1,High
1953-12-28,Grandma Moses,Missionary,Prophet,1953,The American High,1,High
1954-01-04,Konrad Adenauer,Missionary,Prophet,1954,The American High,1,High
1955-02-14,Carl Jung,Missionary,Prophet,1955,The American High,1,High
1955-04-25,Walter F. George,Missionary,Prophet,1955,The American High,1,High
1956-09-24,John D. Rockefeller Jr.,Missionary,Prophet,1956,The American High,1,High
1956-12-24,Edward Hopper,Missionary,Prophet,1956,The American High,1,High
1958-10-20,Amos Stagg,Missionary,Prophet,1958,The American High,1,High
1958-11-10,Pope John XXIII,Missionary,Prophet,1958,The American High,1,High
1959-02-02,Clarence Cannon,Missionary,Prophet,1959,The American High,1,High
1959-02-02,Sam Rayburn,Missionary,Prophet,1959,The American High,1,High
1961-02-10,Samuel T. Rayburn,Missionary,Prophet,1961,The American High,1,High
1961-03-31,Edvard Munch,Missionary,Prophet,1961,The American High,1,High
1961-11-24,Rembrandt,Puritan,Prophet,1961,The American High,1,High
1962-10-05,John XXIII,Missionary,Prophet,1962,The American High,1,High
1963-01-04,John XXIII,Missionary,Prophet,1963,The American High,1,High
1963-05-10,Abraham Lincoln,Transcendental,Prophet,1963,The American High,1,High
1963-06-07,John XXIII,Missionary,Prophet,1963,The American High,1,High
1964-04-24,Vladimir Lenin,Missionary,Prophet,1964,The American High,1,High
1964-07-03,Queen Anne-Marie of Greece,Baby Boom,Prophet,1964,The American High,1,High
1947-01-20,Robert A. Taft,Lost,Nomad,1947,The American High,1,High
1947-02-03,Robert R. Young,Lost,Nomad,1947,The American High,1,High
1947-02-17,Artur Rodziński,Lost,Nomad,1947,The American High,1,High
1947-02-24,George II of Greece,Lost,Nomad,1947,The American High,1,High
1947-03-17,Arnold J. Toynbee,Lost,Nomad,1947,The American High,1,High
1947-03-24,Eugene Holman,Lost,Nomad,1947,The American High,1,High
1947-04-07,Fred Allen,Lost,Nomad,1947,The American High,1,High
1947-04-28,Miguel Alemán Valdés,Lost,Nomad,1947,The American High,1,High
1947-05-05,Palmiro Togliatti,Lost,Nomad,1947,The American High,1,High
1947-05-12,Arthur H. Vandenberg,Lost,Nomad,1947,The American High,1,High
1947-05-19,J. Arthur Rank,Lost,Nomad,1947,The American High,1,High
1947-05-26,Chen Li-Fu,Lost,Nomad,1947,The American High,1,High
1947-06-02,Billy Rose,Lost,Nomad,1947,The American High,1,High
1947-06-16,Ernest Gruening,Lost,Nomad,1947,The American High,1,High
1947-06-23,Dwight D. Eisenhower,Lost,Nomad,1947,The American High,1,High
1947-07-28,Hedda Hopper,Lost,Nomad,1947,The American High,1,High
1947-08-04,David Lilienthal,Lost,Nomad,1947,The American High,1,High
1947-09-08,C.S. Lewis,Lost,Nomad,1947,The American High,1,High
1947-09-15,Sophie Gimbel,Lost,Nomad,1947,The American High,1,High
1947-09-29,Andrei Vishinsky,Lost,Nomad,1947,The American High,1,High
1947-10-20,Oscar Hammerstein II,Lost,Nomad,1947,The American High,1,High
1947-11-10,Sir Stafford Cripps,Lost,Nomad,1947,The American High,1,High
1947-11-17,Charles de Gaulle,Lost,Nomad,1947,The American High,1,High
1947-12-01,Lewis Douglas,Lost,Nomad,1947,The American High,1,High
1947-12-08,Rebecca West,Lost,Nomad,1947,The American High,1,High
1947-12-22,Joseph Farrington,Lost,Nomad,1947,The American High,1,High
1948-02-09,Edwin P. Hubble,Lost,Nomad,1948,The American High,1,High
1948-03-01,Robert Schuman,Lost,Nomad,1948,The American High,1,High
1948-03-08,Reinhold Niebuhr,Lost,Nomad,1948,The American High,1,High
1948-03-22,Lavrenty Beria,Lost,Nomad,1948,The American High,1,High
1948-03-29,Robert A. Lovett,Lost,Nomad,1948,The American High,1,High
1948-05-10,Paul-Henri Spaak,Lost,Nomad,1948,The American High,1,High
1948-06-07,William O'Dwyer,Lost,Nomad,1948,The American High,1,High
1948-06-21,James H. Duff,Lost,Nomad,1948,The American High,1,High
1948-07-12,Lucius D. Clay,Lost,Nomad,1948,The American High,1,High
1948-08-09,Henry A. Wallace,Lost,Nomad,1948,The American High,1,High
1948-08-16,David Ben-Gurion,Lost,Nomad,1948,The American High,1,High
1948-08-30,Earl Long,Lost,Nomad,1948,The American High,1,High
1948-09-13,Garfield Bromley Oxnam,Lost,Nomad,1948,The American High,1,High
1948-09-20,Ana Pauker,Lost,Nomad,1948,The American High,1,High
1948-09-27,Earl Warren,Lost,Nomad,1948,The American High,1,High
1948-10-18,Douglas Southall Freeman,Lost,Nomad,1948,The American High,1,High
1948-10-25,William C. Menninger,Lost,Nomad,1948,The American High,1,High
1948-11-15,Anastasio Somoza García,Lost,Nomad,1948,The American High,1,High
1948-11-29,Dave Beck,Lost,Nomad,1948,The American High,1,High
1948-12-06,Chiang Kai-shek,Lost,Nomad,1948,The American High,1,High
1948-12-13,Drew Pearson (journalist),Lost,Nomad,1948,The American High,1,High
1949-01-03,Harry S. Truman,Lost,Nomad,1949,The American High,1,High
1949-01-24,Charles Erwin Wilson,Lost,Nomad,1949,The American High,1,High
1949-02-07,Mao Zedong,Lost,Nomad,1949,The American High,1,High
1949-02-14,József Mindszenty,Lost,Nomad,1949,The American High,1,High
1949-02-28,Dean Acheson,Lost,Nomad,1949,The American High,1,High
1949-03-07,John P. Marquand,Lost,Nomad,1949,The American High,1,High
1949-03-14,Perle Mesta,Lost,Nomad,1949,The American High,1,High
1949-03-21,Aneurin Bevan,Lost,Nomad,1949,The American High,1,High
1949-03-28,Juan Trippe,Lost,Nomad,1949,The American High,1,High
1949-04-04,Diego Rivera,Lost,Nomad,1949,The American High,1,High
1949-04-11,Paul G. Hoffman,Lost,Nomad,1949,The American High,1,High
1949-05-02,Luis Muñoz Marín,Lost,Nomad,1949,The American High,1,High
1949-05-23,James Van Fleet,Lost,Nomad,1949,The American High,1,High
1949-06-06,Louis A. Johnson,Lost,Nomad,1949,The American High,1,High
1949-06-20,John Jay McCloy,Lost,Nomad,1949,The American High,1,High
1949-06-27,Cornelius P. Rhoads,Lost,Nomad,1949,The American High,1,High
1949-07-04,Fletcher Bowron,Lost,Nomad,1949,The American High,1,High
1949-07-25,Harold Lloyd,Lost,Nomad,1949,The American High,1,High
1949-08-01,Jean de Lattre de Tassigny,Lost,Nomad,1949,The American High,1,High
1949-08-08,J. Edgar Hoover,Lost,Nomad,1949,The American High,1,High
1949-08-15,Richard Neutra,Lost,Nomad,1949,The American High,1,High
1949-08-29,David Dubinsky,Lost,Nomad,1949,The American High,1,High
1949-10-03,Richard K. Mellon,Lost,Nomad,1949,The American High,1,High
1949-10-17,Jawaharlal Nehru,Lost,Nomad,1949,The American High,1,High
1949-10-24,Harold Medina,Lost,Nomad,1949,The American High,1,High
1949-10-31,Raymond Loewy,Lost,Nomad,1949,The American High,1,High
1949-11-07,Selman Waksman,Lost,Nomad,1949,The American High,1,High
1949-11-21,Robert M. Hutchins,Lost,Nomad,1949,The American High,1,High
1949-11-28,Frank Costello,Lost,Nomad,1949,The American High,1,High
1949-12-12,Conrad N. Hilton,Lost,Nomad,1949,The American High,1,High
1950-01-16,Paul Douglas,Lost,Nomad,1950,The American High,1,High
1950-01-30,Charles W. Sawyer,Lost,Nomad,1950,The American High,1,High
1950-02-06,Clement Attlee,Lost,Nomad,1950,The American High,1,High
1950-03-06,T. S. Eliot,Lost,Nomad,1950,The American High,1,High
1950-03-13,Forrest Sherman,Lost,Nomad,1950,The American High,1,High
1950-03-27,Clarence Streit,Lost,Nomad,1950,The American High,1,High
1950-04-17,Eddie Rickenbacker,Lost,Nomad,1950,The American High,1,High
1950-05-08,Arthur Hays Sulzberger,Lost,Nomad,1950,The American High,1,High
1950-05-22,Harry S. Truman,Lost,Nomad,1950,The American High,1,High
1950-07-24,Omar Bradley,Lost,Nomad,1950,The American High,1,High
1950-07-31,Walton Walker,Lost,Nomad,1950,The American High,1,High
1950-08-14,Edward A. Craig,Lost,Nomad,1950,The American High,1,High
1950-09-11,Arthur Radford,Lost,Nomad,1950,The American High,1,High
1950-09-18,Ernst Reuter,Lost,Nomad,1950,The American High,1,High
1950-09-25,Oliver P. Smith,Lost,Nomad,1950,The American High,1,High
1950-10-02,Lucius D. Clay,Lost,Nomad,1950,The American High,1,High
1950-10-23,Edward Almond,Lost,Nomad,1950,The American High,1,High
1950-10-30,Robert A. Taft,Lost,Nomad,1950,The American High,1,High
